27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.738 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
211119 hits
total efficiency: 0.2111(5)

Strip	CMtheta	hits	Eff	delEff
0	167.615	4404	0.004404	6.636264009214823E-5
1	164.941	5785	0.005785	7.605918747922566E-5
2	162.219	7050	0.00705	8.396427811873334E-5
3	159.368	8414	0.008414	9.172785836374901E-5
4	156.387	9924	0.009924	9.961927524329817E-5
5	153.33	11187	0.011187	1.0576861538282516E-4
6	150.2	12550	0.01255	1.120267825120404E-4
7	147.064	13959	0.013959	1.1814821200509129E-4
8	143.878	15061	0.015061	1.22723265927859E-4
9	140.703	15878	0.015878	1.2600793625799924E-4
10	137.557	16975	0.016975	1.3028814220795382E-4
11	134.474	17672	0.017672	1.3293607486307093E-4
12	131.445	17864	0.017864	1.3365627557282897E-4
13	128.54	18267	0.018267	1.3515546603818878E-4
14	125.74	18176	0.018176	1.3481839637082175E-4
15	123.017	17953	0.017953	1.3398880550254935E-4
