27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.59 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
135669 hits
total efficiency: 0.1357(4)

Strip	CMtheta	hits	Eff	delEff
0	168.911	3422	0.003422	5.849786320883866E-5
1	166.595	4346	0.004346	6.592419889539804E-5
2	164.177	5375	0.005375	7.33143914930759E-5
3	161.604	6321	0.006321	7.950471684120383E-5
4	158.865	7607	0.007607	8.721811738394724E-5
5	156.164	8426	0.008426	9.179324593890336E-5
6	153.333	9232	0.009232	9.608329719571451E-5
7	150.427	10053	0.010053	1.0026464980241042E-4
8	147.521	10494	0.010494	1.0244022647378324E-4
9	144.603	10719	0.010719	1.0353260356042439E-4
10	141.666	10921	0.010921	1.0450358845513392E-4
11	138.785	10654	0.010654	1.0321821544669332E-4
12	135.947	10536	0.010536	1.0264501936285072E-4
13	133.198	10059	0.010059	1.0029456615390487E-4
14	130.485	9100	0.0091	9.539392014169457E-5
15	127.928	8404	0.008404	9.167333309092672E-5
