27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.531 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
60179 hits
total efficiency: 0.06018(25)

Strip	CMtheta	hits	Eff	delEff
0	170.346	1382	0.001382	3.717526059088221E-5
1	168.465	1782	0.001782	4.221374183841087E-5
2	166.382	2193	0.002193	4.682947789587238E-5
3	164.13	2727	0.002727	5.222068555658763E-5
4	161.819	3060	0.00306	5.5317266743757324E-5
5	159.435	3587	0.003587	5.989156868875618E-5
6	156.927	3847	0.003847	6.202418882984282E-5
7	154.344	4325	0.004325	6.576473218982953E-5
8	151.718	4570	0.00457	6.760177512462228E-5
9	149.113	4801	0.004801	6.928924880528003E-5
10	146.466	5051	0.005051	7.107038764492565E-5
11	143.824	4928	0.004928	7.019971509913698E-5
12	141.168	4857	0.004857	6.96921803361037E-5
13	138.593	4669	0.004669	6.833008122342603E-5
14	136.123	4474	0.004474	6.688796603276257E-5
15	133.649	3926	0.003926	6.265780079128217E-5
