27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.07 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
232955 hits
total efficiency: 0.2330(5)

Strip	CMtheta	hits	Eff	delEff
0	166.718	5156	0.005156	7.180529228406496E-5
1	163.892	6464	0.006464	8.039900496896712E-5
2	160.936	7949	0.007949	8.915716460273959E-5
3	157.891	9448	0.009448	9.720082304178294E-5
4	154.703	11144	0.011144	1.0556514576317318E-4
5	151.472	12651	0.012651	1.1247666424641158E-4
6	148.145	14394	0.014394	1.1997499739529065E-4
7	144.825	15709	0.015709	1.2533554962579452E-4
8	141.458	16808	0.016808	1.2964567096513483E-4
9	138.134	18056	0.018056	1.343726162579266E-4
10	134.847	18676	0.018676	1.3666016244685207E-4
11	131.628	19063	0.019063	1.3806882341788822E-4
12	128.494	19513	0.019513	1.3968894014917572E-4
13	125.49	19564	0.019564	1.398713694792469E-4
14	122.568	19341	0.019341	1.390719238379911E-4
15	119.783	19019	0.019019	1.3790939054321137E-4
