27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.557 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
233283 hits
total efficiency: 0.2333(5)

Strip	CMtheta	hits	Eff	delEff
0	166.699	5164	0.005164	7.186097689288673E-5
1	163.872	6480	0.00648	8.049844718999243E-5
2	160.914	7947	0.007947	8.914594774862176E-5
3	157.867	9457	0.009457	9.724710792614864E-5
4	154.681	11182	0.011182	1.0574497624000868E-4
5	151.442	12703	0.012703	1.1270758625753636E-4
6	148.115	14383	0.014383	1.1992914574864611E-4
7	144.792	15718	0.015718	1.253714481052205E-4
8	141.421	16834	0.016834	1.2974590552306458E-4
9	138.098	18088	0.018088	1.3449163542763543E-4
10	134.804	18683	0.018683	1.3668577102244405E-4
11	131.585	19099	0.019099	1.3819913169047047E-4
12	128.447	19524	0.019524	1.3972830779766855E-4
13	125.439	19602	0.019602	1.4000714267493642E-4
14	122.517	19332	0.019332	1.390395627150776E-4
15	119.736	19087	0.019087	1.381557092558972E-4
