27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.486 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
237477 hits
total efficiency: 0.2375(5)

Strip	CMtheta	hits	Eff	delEff
0	166.514	5271	0.005271	7.260165287374662E-5
1	163.66	6657	0.006657	8.159044061653302E-5
2	160.667	8154	0.008154	9.029950165975447E-5
3	157.582	9657	0.009657	9.827003612495519E-5
4	154.369	11418	0.011418	1.0685504199615477E-4
5	151.086	13045	0.013045	1.1421471008587292E-4
6	147.73	14670	0.01467	1.211197754291181E-4
7	144.367	16073	0.016073	1.267793358556512E-4
8	140.962	17143	0.017143	1.3093127968518447E-4
9	137.625	18409	0.018409	1.3567977004697493E-4
10	134.297	19008	0.019008	1.378695035169127E-4
11	131.05	19373	0.019373	1.3918692467326089E-4
12	127.892	19960	0.01996	1.4127986409959487E-4
13	124.854	19844	0.019844	1.4086873322352266E-4
14	121.922	19533	0.019533	1.3976050944383396E-4
15	119.134	19262	0.019262	1.3878760751594502E-4
