27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.375 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
240523 hits
total efficiency: 0.2405(5)

Strip	CMtheta	hits	Eff	delEff
0	166.359	5353	0.005353	7.316419889536138E-5
1	163.491	6792	0.006792	8.241359111214606E-5
2	160.481	8276	0.008276	9.097252332435328E-5
3	157.312	9923	0.009923	9.961425600786265E-5
4	154.103	11665	0.011665	1.0800462953040486E-4
5	150.799	13239	0.013239	1.1506085346459064E-4
6	147.407	14828	0.014828	1.2177027551911015E-4
7	144.011	16313	0.016313	1.2772235513018072E-4
8	140.6	17575	0.017575	1.325707358356285E-4
9	137.204	18455	0.018455	1.3584918107960756E-4
10	133.869	19266	0.019266	1.3880201727640705E-4
11	130.601	19983	0.019983	1.413612393833614E-4
12	127.428	20057	0.020057	1.4162273828732447E-4
13	124.36	19845	0.019845	1.4087228258248674E-4
14	121.43	19781	0.019781	1.4064494303031304E-4
15	118.62	19172	0.019172	1.384629914453678E-4
