27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.354 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
240585 hits
total efficiency: 0.2406(5)

Strip	CMtheta	hits	Eff	delEff
0	166.393	5367	0.005367	7.325981162956946E-5
1	163.516	6775	0.006775	8.231038816577164E-5
2	160.486	8374	0.008374	9.150956234186676E-5
3	157.367	9808	0.009808	9.903534722511958E-5
4	154.137	11610	0.01161	1.0774970997640783E-4
5	150.827	13272	0.013272	1.1520416659131735E-4
6	147.441	14944	0.014944	1.2224565431948902E-4
7	144.056	16229	0.016229	1.2739309243440164E-4
8	140.637	17422	0.017422	1.3199242402501743E-4
9	137.272	18617	0.018617	1.36444127759314E-4
10	133.925	19274	0.019274	1.3883083231040576E-4
11	130.652	19622	0.019622	1.4007854939283173E-4
12	127.488	20133	0.020133	1.418908030846256E-4
13	124.431	20040	0.02004	1.415627069534911E-4
14	121.476	19746	0.019746	1.4052046114356443E-4
15	118.684	19352	0.019352	1.391114660982336E-4
