27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 9.14 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
243940 hits
total efficiency: 0.2439(5)

Strip	CMtheta	hits	Eff	delEff
0	166.21	5512	0.005512	7.424284477308234E-5
1	163.318	6969	0.006969	8.34805366537614E-5
2	160.247	8347	0.008347	9.136191766814004E-5
3	157.1	10186	0.010186	1.0092571525632106E-4
4	153.841	11750	0.01175	1.08397416943394E-4
5	150.476	13535	0.013535	1.1634001891008957E-4
6	147.075	15079	0.015079	1.2279657975692971E-4
7	143.641	16349	0.016349	1.278632081562167E-4
8	140.21	17612	0.017612	1.3271021060943275E-4
9	136.805	18705	0.018705	1.367662239004938E-4
10	133.429	19721	0.019721	1.404314779527724E-4
11	130.138	20082	0.020082	1.4171097346359597E-4
12	126.959	20309	0.020309	1.4250964879614292E-4
13	123.88	20053	0.020053	1.4160861555710514E-4
14	120.933	20273	0.020273	1.4238328553590834E-4
15	118.123	19458	0.019458	1.3949193525075206E-4
