27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.984 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
241993 hits
total efficiency: 0.2420(5)

Strip	CMtheta	hits	Eff	delEff
0	166.302	5403	0.005403	7.350510186374821E-5
1	163.42	6855	0.006855	8.279492738084864E-5
2	160.396	8378	0.008378	9.153141537199127E-5
3	157.211	10047	0.010047	1.0023472452199386E-4
4	153.988	11744	0.011744	1.0836973747315252E-4
5	150.669	13338	0.013338	1.1549025932952096E-4
6	147.265	14944	0.014944	1.2224565431948902E-4
7	143.86	16421	0.016421	1.2814444974324873E-4
8	140.437	17680	0.01768	1.329661611087573E-4
9	137.023	18533	0.018533	1.3613596145030894E-4
10	133.68	19432	0.019432	1.3939870874581298E-4
11	130.399	20092	0.020092	1.4174625215503938E-4
12	127.223	20116	0.020116	1.418308852119312E-4
13	124.152	19973	0.019973	1.413258645825314E-4
14	121.219	19748	0.019748	1.405275773647294E-4
15	118.411	19289	0.019289	1.3888484438555562E-4
