27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.832 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
220640 hits
total efficiency: 0.2206(5)

Strip	CMtheta	hits	Eff	delEff
0	167.243	4766	0.004766	6.903622237637282E-5
1	164.533	6007	0.006007	7.750483855863451E-5
2	161.685	7334	0.007334	8.563877626402656E-5
3	158.74	8870	0.00887	9.418067742376882E-5
4	155.673	10236	0.010236	1.011731189595339E-4
5	152.562	11947	0.011947	1.0930233300346338E-4
6	149.342	13252	0.013252	1.1511733144926528E-4
7	146.124	14844	0.014844	1.2183595528414426E-4
8	142.866	15856	0.015856	1.2592060990957755E-4
9	139.612	16949	0.016949	1.3018832512940628E-4
10	136.427	17842	0.017842	1.3357394955604182E-4
11	133.276	18237	0.018237	1.3504443713089408E-4
12	130.205	18606	0.018606	1.3640381226344078E-4
13	127.245	18831	0.018831	1.3722609081366416E-4
14	124.39	18713	0.018713	1.3679546776117988E-4
15	121.63	18350	0.01835	1.3546217184144067E-4
