27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.486 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
242419 hits
total efficiency: 0.2424(5)

Strip	CMtheta	hits	Eff	delEff
0	166.268	5454	0.005454	7.385120175054702E-5
1	163.395	6893	0.006893	8.302409288875127E-5
2	160.342	8286	0.008286	9.102746838180221E-5
3	157.208	10144	0.010144	1.0071742649611337E-4
4	153.964	11649	0.011649	1.0793053321465618E-4
5	150.616	13420	0.01342	1.1584472366059664E-4
6	147.222	14950	0.01495	1.2227019260637484E-4
7	143.808	16204	0.016204	1.272949331277565E-4
8	140.385	17534	0.017534	1.3241601111648092E-4
9	136.984	18584	0.018584	1.363231455036158E-4
10	133.623	19591	0.019591	1.3996785345214092E-4
11	130.346	19983	0.019983	1.413612393833614E-4
12	127.175	20160	0.02016	1.4198591479439078E-4
13	124.109	19930	0.01993	1.411736519326464E-4
14	121.164	20217	0.020217	1.4218649724921138E-4
15	118.361	19420	0.01942	1.3935566009315876E-4
