27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.523 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
237043 hits
total efficiency: 0.2370(5)

Strip	CMtheta	hits	Eff	delEff
0	166.465	5238	0.005238	7.237402849088892E-5
1	163.631	6753	0.006753	8.217663901620704E-5
2	160.585	8045	0.008045	8.969392398596461E-5
3	157.492	9998	0.009998	9.998999949994999E-5
4	154.302	11382	0.011382	1.0668645649753299E-4
5	151.005	13030	0.01303	1.1414902540100813E-4
6	147.662	14612	0.014612	1.2088010589009261E-4
7	144.266	16017	0.016017	1.2655828696691497E-4
8	140.887	17064	0.017064	1.3062924634246346E-4
9	137.511	18154	0.018154	1.347367804276175E-4
10	134.205	19390	0.01939	1.392479802366986E-4
11	130.948	19276	0.019276	1.3883803513446884E-4
12	127.793	19770	0.01977	1.406058320269824E-4
13	124.736	19620	0.01962	1.4007141035914504E-4
14	121.807	19540	0.01954	1.3978555004005242E-4
15	118.987	19154	0.019154	1.383979768638256E-4
