27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.586 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
243833 hits
total efficiency: 0.2438(5)

Strip	CMtheta	hits	Eff	delEff
0	166.215	5489	0.005489	7.408778576796583E-5
1	163.315	7007	0.007007	8.370782520170978E-5
2	160.255	8448	0.008448	9.191300234460846E-5
3	157.109	10191	0.010191	1.009504829111778E-4
4	153.839	11625	0.011625	1.0781929326423912E-4
5	150.506	13395	0.013395	1.1573677030226824E-4
6	147.105	15003	0.015003	1.224867339755616E-4
7	143.665	16635	0.016635	1.2897674208941704E-4
8	140.229	17482	0.017482	1.3221951444472937E-4
9	136.816	18741	0.018741	1.3689777207829206E-4
10	133.465	19437	0.019437	1.394166417613048E-4
11	130.176	19951	0.019951	1.4124800883552304E-4
12	126.983	20358	0.020358	1.4268146340712937E-4
13	123.887	20397	0.020397	1.4281806608409174E-4
14	120.949	19990	0.01999	1.413859964777276E-4
15	118.136	19684	0.019684	1.4029967925836468E-4
