27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.864 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
240125 hits
total efficiency: 0.2401(5)

Strip	CMtheta	hits	Eff	delEff
0	166.375	5304	0.005304	7.282856582413249E-5
1	163.493	6961	0.006961	8.343260753446461E-5
2	160.504	8359	0.008359	9.142756695876797E-5
3	157.369	10007	0.010007	1.0003499387714281E-4
4	154.133	11670	0.01167	1.0802777420645119E-4
5	150.805	12996	0.012996	1.14E-4
6	147.461	14787	0.014787	1.2160180919706746E-4
7	144.056	16013	0.016013	1.2654248298496438E-4
8	140.645	17178	0.017178	1.3106486943494813E-4
9	137.249	18388	0.018388	1.3560235986147143E-4
10	133.929	19226	0.019226	1.3865785228395832E-4
11	130.646	19715	0.019715	1.404101135958518E-4
12	127.49	20199	0.020199	1.4212318600425477E-4
13	124.418	19929	0.019929	1.4117011015083895E-4
14	121.5	19755	0.019755	1.405524813014697E-4
15	118.695	19638	0.019638	1.4013564856951995E-4
