27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 9.184 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
244457 hits
total efficiency: 0.2445(5)

Strip	CMtheta	hits	Eff	delEff
0	166.187	5479	0.005479	7.402026749478821E-5
1	163.279	7050	0.00705	8.396427811873334E-5
2	160.216	8500	0.0085	9.219544457292888E-5
3	157.064	10235	0.010235	1.011681768146486E-4
4	153.787	11677	0.011677	1.0806016842481784E-4
5	150.443	13433	0.013433	1.1590081966923271E-4
6	147.044	15039	0.015039	1.2263360061581818E-4
7	143.597	16705	0.016705	1.2924782396620842E-4
8	140.157	17532	0.017532	1.3240845894428347E-4
9	136.741	18766	0.018766	1.369890506573427E-4
10	133.383	19508	0.019508	1.3967104209534632E-4
11	130.087	20030	0.02003	1.4152738250953415E-4
12	126.891	20354	0.020354	1.4266744548074026E-4
13	123.799	20437	0.020437	1.429580358007202E-4
14	120.852	20033	0.020033	1.4153798076841422E-4
15	118.039	19679	0.019679	1.4028185912654564E-4
