27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.586 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
233056 hits
total efficiency: 0.2331(5)

Strip	CMtheta	hits	Eff	delEff
0	166.649	5098	0.005098	7.140028011149536E-5
1	163.834	6630	0.00663	8.142481194328913E-5
2	160.84	7767	0.007767	8.813058492941029E-5
3	157.778	9780	0.00978	9.889388252060892E-5
4	154.627	11126	0.011126	1.0547985589675405E-4
5	151.359	12747	0.012747	1.1290261290156221E-4
6	148.052	14289	0.014289	1.1953660527219268E-4
7	144.704	15715	0.015715	1.253594830876388E-4
8	141.337	16854	0.016854	1.298229563675084E-4
9	137.992	17830	0.01783	1.3352902306240392E-4
10	134.706	19098	0.019098	1.3819551367537226E-4
11	131.48	19071	0.019071	1.3809779143780684E-4
12	128.34	19508	0.019508	1.3967104209534632E-4
13	125.304	19403	0.019403	1.3929465172791094E-4
14	122.394	19265	0.019265	1.387984149765407E-4
15	119.605	18875	0.018875	1.3738631664034085E-4
