27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.931 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
247075 hits
total efficiency: 0.2471(5)

Strip	CMtheta	hits	Eff	delEff
0	166.053	5457	0.005457	7.387151006985034E-5
1	163.117	7198	0.007198	8.484102781084161E-5
2	160.046	8601	0.008601	9.274157643689264E-5
3	156.838	10334	0.010334	1.0165628362280415E-4
4	153.549	11851	0.011851	1.088622983406101E-4
5	150.171	13588	0.013588	1.1656757696718243E-4
6	146.74	15207	0.015207	1.2331666554038834E-4
7	143.282	16725	0.016725	1.2932517156377562E-4
8	139.82	17998	0.017998	1.3415662488300753E-4
9	136.374	19131	0.019131	1.3831485820402665E-4
10	132.982	19659	0.019659	1.402105559506844E-4
11	129.678	20079	0.020079	1.4170038814343455E-4
12	126.478	20907	0.020907	1.4459253092743068E-4
13	123.384	20724	0.020724	1.4395832730342486E-4
14	120.432	19903	0.019903	1.4107799261401475E-4
15	117.589	19713	0.019713	1.4040299142112323E-4
