27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.668 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
245134 hits
total efficiency: 0.2451(5)

Strip	CMtheta	hits	Eff	delEff
0	166.173	5487	0.005487	7.407428703673091E-5
1	163.243	7081	0.007081	8.41486779456457E-5
2	160.209	8439	0.008439	9.186402995732334E-5
3	157.052	10191	0.010191	1.009504829111778E-4
4	153.779	12104	0.012104	1.1001818031580053E-4
5	150.399	13467	0.013467	1.1604740410711478E-4
6	147.012	15159	0.015159	1.231218908236874E-4
7	143.56	16599	0.016599	1.2883710645617588E-4
8	140.116	17763	0.017763	1.332779051456017E-4
9	136.695	18901	0.018901	1.3748090776540572E-4
10	133.328	19705	0.019705	1.403744991086344E-4
11	130.041	20007	0.020007	1.414461028095154E-4
12	126.835	20258	0.020258	1.4233060106667153E-4
13	123.752	20284	0.020284	1.4242190842703943E-4
14	120.792	20191	0.020191	1.420950386185246E-4
15	117.982	19498	0.019498	1.396352391053204E-4
