12C(3He,2H)13N(1H)12C
Ex(residual 13N) = 3.502 MeV
Ex(final 12C) = 0.0 MeV
Theta(projectile 2H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 1 decay
1000000 simulated events
375017 hits
total efficiency: 0.3750(6)

Strip	CMtheta	hits	Eff	delEff
0	167.312	13320	0.01332	1.1541230437002807E-4
1	164.657	16147	0.016147	1.2707084638106413E-4
2	161.852	19884	0.019884	1.4101063789657858E-4
3	158.925	22602	0.022602	1.5033961553762202E-4
4	155.903	25250	0.02525	1.5890248582070703E-4
5	152.82	27772	0.027772	1.6664933243190627E-4
6	149.626	29505	0.029505	1.717701953192113E-4
7	146.419	29861	0.029861	1.7280335644888383E-4
8	143.196	29845	0.029845	1.7275705484870942E-4
9	139.98	29347	0.029347	1.7130966114028713E-4
10	136.803	27777	0.027777	1.6666433331699978E-4
11	133.655	26060	0.02606	1.6143109985377663E-4
12	130.615	23126	0.023126	1.5207235120165663E-4
13	127.678	20718	0.020718	1.4393748643074187E-4
14	124.826	18139	0.018139	1.3468110483657312E-4
15	122.122	15664	0.015664	1.2515590277729612E-4
