27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 9.184 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
249269 hits
total efficiency: 0.2493(5)

Strip	CMtheta	hits	Eff	delEff
0	165.991	5585	0.005585	7.473285756613352E-5
1	163.046	7139	0.007139	8.449260322655469E-5
2	159.94	8909	0.008909	9.438749917229505E-5
3	156.734	10466	0.010466	1.0230347012687302E-4
4	153.411	12321	0.012321	1.11E-4
5	150.01	13882	0.013882	1.1782189949241185E-4
6	146.582	15306	0.015306	1.2371741995369933E-4
7	143.101	16754	0.016754	1.2943724348115577E-4
8	139.634	18146	0.018146	1.3470708964267617E-4
9	136.167	18974	0.018974	1.377461433216916E-4
10	132.768	20035	0.020035	1.4154504583347309E-4
11	129.451	20382	0.020382	1.42765542061101E-4
12	126.231	20748	0.020748	1.4404166064024672E-4
13	123.12	20605	0.020605	1.4354441821262158E-4
14	120.15	20295	0.020295	1.424605208470052E-4
15	117.326	19722	0.019722	1.4043503836293846E-4
