27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.156 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
235858 hits
total efficiency: 0.2359(5)

Strip	CMtheta	hits	Eff	delEff
0	166.593	5244	0.005244	7.241546796092669E-5
1	163.753	6580	0.00658	8.111719916269299E-5
2	160.763	8116	0.008116	9.008884503644167E-5
3	157.693	9541	0.009541	9.767804256842988E-5
4	154.491	11352	0.011352	1.0654576481493762E-4
5	151.224	12877	0.012877	1.1347686988985905E-4
6	147.885	14555	0.014555	1.2064410470470574E-4
7	144.541	15941	0.015941	1.2625767303415663E-4
8	141.145	17008	0.017008	1.3041472309520885E-4
9	137.814	18294	0.018294	1.352553141285029E-4
10	134.498	18885	0.018885	1.374227055475186E-4
11	131.269	19224	0.019224	1.3865064009949612E-4
12	128.114	19894	0.019894	1.4104609175726919E-4
13	125.089	19645	0.019645	1.4016062214473792E-4
14	122.17	19420	0.01942	1.3935566009315876E-4
15	119.381	19282	0.019282	1.3885964136494086E-4
