27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.668 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
240233 hits
total efficiency: 0.2402(5)

Strip	CMtheta	hits	Eff	delEff
0	166.373	5296	0.005296	7.277362159464101E-5
1	163.454	6805	0.006805	8.249242389456137E-5
2	160.463	8219	0.008219	9.065870063044141E-5
3	157.323	10092	0.010092	1.0045894683899488E-4
4	154.084	11429	0.011429	1.0690650120549265E-4
5	150.749	12953	0.012953	1.1381124724736128E-4
6	147.397	14741	0.014741	1.2141251994749142E-4
7	143.981	16204	0.016204	1.272949331277565E-4
8	140.559	17438	0.017438	1.3205301965498554E-4
9	137.168	18351	0.018351	1.3546586285850766E-4
10	133.834	19327	0.019327	1.390215810584817E-4
11	130.584	19714	0.019714	1.4040655255364686E-4
12	127.4	19935	0.019935	1.411913595090011E-4
13	124.322	20331	0.020331	1.4258681565979374E-4
14	121.393	19922	0.019922	1.4114531518970085E-4
15	118.578	19476	0.019476	1.395564401953561E-4
