27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.0319 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
216884 hits
total efficiency: 0.2169(5)

Strip	CMtheta	hits	Eff	delEff
0	167.396	4681	0.004681	6.84178339323893E-5
1	164.715	5862	0.005862	7.656369897020389E-5
2	161.913	7160	0.00716	8.461678320522472E-5
3	159.006	8663	0.008663	9.307523838271918E-5
4	155.971	9942	0.009942	9.970957827611147E-5
5	152.89	11775	0.011775	1.0851267207105353E-4
6	149.717	12886	0.012886	1.1351651862174069E-4
7	146.523	14632	0.014632	1.2096280420029953E-4
8	143.294	15584	0.015584	1.248358922746179E-4
9	140.067	16621	0.016621	1.289224573144648E-4
10	136.908	17602	0.017602	1.3267252918370103E-4
11	133.776	18079	0.018079	1.3445817193462063E-4
12	130.725	18222	0.018222	1.3498888843160387E-4
13	127.774	18676	0.018676	1.3666016244685207E-4
14	124.94	18407	0.018407	1.3567239955127204E-4
15	122.214	18092	0.018092	1.34506505418883E-4
