27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.312 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
238782 hits
total efficiency: 0.2388(5)

Strip	CMtheta	hits	Eff	delEff
0	166.437	5268	0.005268	7.258098924649622E-5
1	163.527	6743	0.006743	8.21157719320716E-5
2	160.553	8179	0.008179	9.04378239455152E-5
3	157.423	10000	0.01	1.0E-4
4	154.197	11371	0.011371	1.0663489110042736E-4
5	150.876	12866	0.012866	1.134283915075939E-4
6	147.535	14630	0.01463	1.2095453691366852E-4
7	144.134	16063	0.016063	1.267398911156231E-4
8	140.73	17382	0.017382	1.3184081310428877E-4
9	137.341	18226	0.018226	1.3500370365289983E-4
10	134.017	19211	0.019211	1.3860375175297384E-4
11	130.78	19701	0.019701	1.40360250783475E-4
12	127.594	19805	0.019805	1.407302383995707E-4
13	124.537	20155	0.020155	1.4196830632222108E-4
14	121.616	19837	0.019837	1.408438852062808E-4
15	118.808	19345	0.019345	1.3908630414242806E-4
