27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.724 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
236679 hits
total efficiency: 0.2367(5)

Strip	CMtheta	hits	Eff	delEff
0	166.498	5162	0.005162	7.184705978674423E-5
1	163.616	6745	0.006745	8.212794895770867E-5
2	160.645	8231	0.008231	9.072485877641255E-5
3	157.555	9723	0.009723	9.860527369263775E-5
4	154.336	11345	0.011345	1.0651291001564083E-4
5	151.051	13021	0.013021	1.1410959644131602E-4
6	147.717	14376	0.014376	1.198999582985749E-4
7	144.333	15753	0.015753	1.2551095569710238E-4
8	140.945	17214	0.017214	1.3120213412898434E-4
9	137.59	18250	0.01825	1.3509256086106296E-4
10	134.271	19060	0.01906	1.3805795884337855E-4
11	131.011	19417	0.019417	1.3934489585198305E-4
12	127.853	19787	0.019787	1.4066627172140448E-4
13	124.818	19707	0.019707	1.403816227289028E-4
14	121.879	19521	0.019521	1.3971757226634022E-4
15	119.098	19367	0.019367	1.3916536925542933E-4
