27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.724 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
244405 hits
total efficiency: 0.2444(5)

Strip	CMtheta	hits	Eff	delEff
0	166.127	5522	0.005522	7.43101608126372E-5
1	163.208	6813	0.006813	8.254089895318563E-5
2	160.158	8527	0.008527	9.23417565351667E-5
3	157.01	10166	0.010166	1.008265837961398E-4
4	153.701	11710	0.01171	1.0821275340735027E-4
5	150.372	13686	0.013686	1.1698717878468562E-4
6	146.954	15133	0.015133	1.2301625908797583E-4
7	143.474	16719	0.016719	1.2930197214273262E-4
8	140.041	17726	0.017726	1.3313902508280584E-4
9	136.602	18594	0.018594	1.3635981812836216E-4
10	133.246	19552	0.019552	1.3982846634358827E-4
11	129.951	20003	0.020003	1.4143196244130956E-4
12	126.758	20134	0.020134	1.418943268774337E-4
13	123.667	20343	0.020343	1.426288890793166E-4
14	120.722	20062	0.020062	1.416403897198818E-4
15	117.891	19715	0.019715	1.404101135958518E-4
