27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 9.074 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
246020 hits
total efficiency: 0.2460(5)

Strip	CMtheta	hits	Eff	delEff
0	166.114	5500	0.0055	7.416198487095664E-5
1	163.211	7169	0.007169	8.466994744299774E-5
2	160.16	8726	0.008726	9.341306118525396E-5
3	156.954	10369	0.010369	1.0182828683622247E-4
4	153.679	11872	0.011872	1.0895870777500989E-4
5	150.298	13525	0.013525	1.1629703349613007E-4
6	146.9	15201	0.015201	1.232923355282071E-4
7	143.44	16507	0.016507	1.2847957036042735E-4
8	139.991	17568	0.017568	1.3254433220624714E-4
9	136.55	19032	0.019032	1.3795651488784425E-4
10	133.199	19421	0.019421	1.3935924798878617E-4
11	129.892	20293	0.020293	1.4245350118547456E-4
12	126.692	20604	0.020604	1.435409349279849E-4
13	123.589	20231	0.020231	1.4223571984561402E-4
14	120.64	20353	0.020353	1.4266394078392758E-4
15	117.827	19649	0.019649	1.401748907615055E-4
