27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.984 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
244302 hits
total efficiency: 0.2443(5)

Strip	CMtheta	hits	Eff	delEff
0	166.176	5364	0.005364	7.323933369440222E-5
1	163.238	7088	0.007088	8.419026071939675E-5
2	160.187	8590	0.00859	9.268225288586807E-5
3	157.028	10121	0.010121	1.0060318086422517E-4
4	153.732	11912	0.011912	1.0914210919713803E-4
5	150.393	13383	0.013383	1.1568491690795303E-4
6	147.003	14979	0.014979	1.2238872497088936E-4
7	143.54	16441	0.016441	1.2822246293064254E-4
8	140.083	17850	0.01785	1.3360389215887386E-4
9	136.665	18919	0.018919	1.3754635582231904E-4
10	133.311	19352	0.019352	1.391114660982336E-4
11	130.013	20070	0.02007	1.4166862743741115E-4
12	126.811	20381	0.020381	1.4276203977248294E-4
13	123.722	20188	0.020188	1.4208448191129107E-4
14	120.766	20011	0.020011	1.4146024176424978E-4
15	117.954	19653	0.019653	1.4018915792599654E-4
