27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 9.14 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
246599 hits
total efficiency: 0.2466(5)

Strip	CMtheta	hits	Eff	delEff
0	166.106	5552	0.005552	7.451174404078862E-5
1	163.175	7026	0.007026	8.38212383587835E-5
2	160.122	8557	0.008557	9.250405396521819E-5
3	156.901	10343	0.010343	1.0170054080485511E-4
4	153.626	12083	0.012083	1.0992270011239717E-4
5	150.269	13581	0.013581	1.1653754759733019E-4
6	146.829	15321	0.015321	1.2377802712921224E-4
7	143.387	16727	0.016727	1.293329037793554E-4
8	139.934	18076	0.018076	1.3444701558606648E-4
9	136.484	18890	0.01889	1.3744089638822936E-4
10	133.12	19726	0.019726	1.4044927910103347E-4
11	129.821	20479	0.020479	1.4310485666112105E-4
12	126.61	20285	0.020285	1.4242541907960108E-4
13	123.506	20510	0.02051	1.432131278898691E-4
14	120.544	19894	0.019894	1.4104609175726919E-4
15	117.725	19549	0.019549	1.398177385026664E-4
