27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 9.14 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
248785 hits
total efficiency: 0.2488(5)

Strip	CMtheta	hits	Eff	delEff
0	165.99	5518	0.005518	7.428324171709256E-5
1	163.064	7154	0.007154	8.4581321815162E-5
2	159.94	8655	0.008655	9.303225247192503E-5
3	156.729	10429	0.010429	1.0212247548899312E-4
4	153.439	12143	0.012143	1.1019528120568504E-4
5	150.043	13761	0.013761	1.173072887761029E-4
6	146.593	15444	0.015444	1.2427389106324787E-4
7	143.124	16983	0.016983	1.3031883977384083E-4
8	139.633	18144	0.018144	1.3469966592386188E-4
9	136.189	19082	0.019082	1.3813761254633005E-4
10	132.795	19768	0.019768	1.405987197665754E-4
11	129.479	20515	0.020515	1.4323058332632734E-4
12	126.264	20353	0.020353	1.4266394078392758E-4
13	123.17	20625	0.020625	1.4361406616345072E-4
14	120.189	20191	0.020191	1.420950386185246E-4
15	117.35	20020	0.02002	1.4149204924659195E-4
