19F(1H,4He)16O(4He)12C
Ex(residual 16O) = 12.049 MeV
Ex(final 12C) = 0.0 MeV
Theta(projectile 4He) = 15.0 degrees
Target Thickness = 120.0 ug/cm^2
l = 0 decay
1000000 simulated events
238412 hits
total efficiency: 0.2384(5)

Strip	CMtheta	hits	Eff	delEff
0	163.092	5744	0.005744	7.578918128598567E-5
1	159.629	7340	0.00734	8.567379996241558E-5
2	155.967	9034	0.009034	9.504735661763561E-5
3	152.116	10837	0.010837	1.0410091258005378E-4
4	148.245	12485	0.012485	1.1173629669896886E-4
5	144.297	14164	0.014164	1.1901260437449471E-4
6	140.251	15525	0.015525	1.2459935794377112E-4
7	136.199	16994	0.016994	1.3036103712382778E-4
8	132.198	17746	0.017746	1.3321411336641474E-4
9	128.215	18471	0.018471	1.3590805715629962E-4
10	124.394	19101	0.019101	1.3820636743652588E-4
11	120.62	18927	0.018927	1.3757543385357722E-4
12	117.034	18654	0.018654	1.3657964709282275E-4
13	113.588	18326	0.018326	1.3537355724069602E-4
14	110.307	17614	0.017614	1.3271774561075093E-4
15	107.2	17450	0.01745	1.3209844813622906E-4
