19F(1H,4He)16O(4He)12C
Ex(residual 16O) = 9.844 MeV
Ex(final 12C) = 0.0 MeV
Theta(projectile 4He) = 15.0 degrees
Target Thickness = 120.0 ug/cm^2
l = 2 decay
1000000 simulated events
300595 hits
total efficiency: 0.3006(5)

Strip	CMtheta	hits	Eff	delEff
0	162.138	35186	0.035186	1.875793165570234E-4
1	158.697	37742	0.037742	1.9427300378590948E-4
2	155.048	37419	0.037419	1.9343991315134529E-4
3	151.323	34223	0.034223	1.8499459451562362E-4
4	147.4	28493	0.028493	1.687986966774329E-4
5	143.644	21072	0.021072	1.4516197849299243E-4
6	139.746	12868	0.012868	1.1343720729989786E-4
7	136.188	6410	0.00641	8.006247560499238E-5
8	132.221	2338	0.002338	4.835286961494633E-5
9	122.466	1285	0.001285	3.584689665786984E-5
10	116.926	3008	0.003008	5.484523680320835E-5
11	114.298	6840	0.00684	8.270429251254133E-5
12	111.221	11885	0.011885	1.0901834707974616E-4
13	108.038	16862	0.016862	1.2985376390386224E-4
14	104.887	20856	0.020856	1.4441606558828556E-4
15	101.827	24108	0.024108	1.5526751108973185E-4
