19F(1H,4He)16O(4He)12C
Ex(residual 16O) = 11.52 MeV
Ex(final 12C) = 0.0 MeV
Theta(projectile 4He) = 15.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
100000 simulated events
32008 hits
total efficiency: 0.3201(18)

Strip	CMtheta	hits	Eff	delEff
0	162.65	836	0.00836	2.8913664589601924E-4
1	159.092	1002	0.01002	3.1654383582688825E-4
2	155.29	1241	0.01241	3.522782990761707E-4
3	151.503	1456	0.01456	3.8157568056677827E-4
4	147.63	1660	0.0166	4.074309757492672E-4
5	143.585	1944	0.01944	4.4090815370097204E-4
6	139.546	2141	0.02141	4.62709412050371E-4
7	135.569	2245	0.02245	4.7381430961928537E-4
8	131.449	2314	0.02314	4.8104053883222777E-4
9	127.6	2440	0.0244	4.939635614091387E-4
10	123.717	2521	0.02521	5.020956084253276E-4
11	119.921	2548	0.02548	5.047771785649585E-4
12	116.287	2546	0.02546	5.045790324617145E-4
13	112.826	2445	0.02445	4.944694126030446E-4
14	109.57	2442	0.02442	4.941659640242335E-4
15	106.421	2227	0.02227	4.719110085598767E-4
