19F(1H,4He)16O(4He)12C
Ex(residual 16O) = 11.52 MeV
Ex(final 12C) = 0.0 MeV
Theta(projectile 4He) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
100000 simulated events
24853 hits
total efficiency: 0.2485(16)

Strip	CMtheta	hits	Eff	delEff
0	162.781	648	0.00648	2.5455844122715713E-4
1	159.053	789	0.00789	2.8089143810376276E-4
2	155.288	992	0.00992	3.1496031496047245E-4
3	151.371	1098	0.01098	3.313608305156178E-4
4	147.368	1339	0.01339	3.659234892706397E-4
5	143.238	1516	0.01516	3.893584466786357E-4
6	139.078	1673	0.01673	4.090232267243512E-4
7	134.97	1773	0.01773	4.21070065428546E-4
8	130.866	1801	0.01801	4.243819034784589E-4
9	126.811	1950	0.0195	4.4158804331639233E-4
10	122.878	1880	0.0188	4.3358966777357603E-4
11	119.073	1939	0.01939	4.4034077712607996E-4
12	115.422	1952	0.01952	4.4181444068749047E-4
13	111.863	1915	0.01915	4.3760712974082134E-4
14	108.566	1864	0.01864	4.3174066289845803E-4
15	105.423	1724	0.01724	4.152107898405339E-4
