12C(3He,2H)13N(1H)12C
Ex(residual 13N) = 3.502 MeV
Ex(final 12C) = 0.0 MeV
Theta(projectile 2H) = 15.0 degrees
Target Thickness = 20.0 ug/cm^2
l = 1 decay
1000000 simulated events
379613 hits
total efficiency: 0.3796(6)

Strip	CMtheta	hits	Eff	delEff
0	168.122	12321	0.012321	1.11E-4
1	165.66	14988	0.014988	1.2242548754242313E-4
2	163.017	18487	0.018487	1.3596690773861114E-4
3	160.259	21506	0.021506	1.4664924138910505E-4
4	157.404	24080	0.02408	1.551773179301666E-4
5	154.467	26803	0.026803	1.63716217889371E-4
6	151.448	28776	0.028776	1.696349020691202E-4
7	148.387	29895	0.029895	1.7290170618013E-4
8	145.285	30335	0.030335	1.7416945771288374E-4
9	142.181	29744	0.029744	1.7246448909848079E-4
10	139.114	29135	0.029135	1.7068977708111285E-4
11	136.074	27347	0.027347	1.6536928372584797E-4
12	133.093	25432	0.025432	1.594741358339966E-4
13	130.22	22537	0.022537	1.5012328267127655E-4
14	127.42	20456	0.020456	1.43024473430249E-4
15	124.725	17771	0.017771	1.3330791424367872E-4
