27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.162 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
100000 simulated events
23645 hits
total efficiency: 0.2364(15)

Strip	CMtheta	hits	Eff	delEff
0	166.643	528	0.00528	2.2978250586152115E-4
1	163.735	683	0.00683	2.613426869074396E-4
2	160.719	782	0.00782	2.7964262908219126E-4
3	157.636	995	0.00995	3.154362059117501E-4
4	154.508	1156	0.01156	3.4E-4
5	151.193	1300	0.013	3.6055512754639893E-4
6	147.867	1443	0.01443	3.7986839826445153E-4
7	144.509	1577	0.01577	3.971145930332956E-4
8	141.149	1738	0.01738	4.1689327171351664E-4
9	137.797	1896	0.01896	4.354308211415448E-4
10	134.489	1895	0.01895	4.353159771935783E-4
11	131.225	1900	0.019	4.358898943540674E-4
12	128.086	1971	0.01971	4.4395945760846225E-4
13	125.083	1931	0.01931	4.394314508543966E-4
14	122.199	1899	0.01899	4.357751713900185E-4
15	119.375	1951	0.01951	4.4170125650715554E-4
