27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.8 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
100000 simulated events
21824 hits
total efficiency: 0.2182(15)

Strip	CMtheta	hits	Eff	delEff
0	167.384	469	0.00469	2.1656407827707713E-4
1	164.686	642	0.00642	2.5337718918639853E-4
2	161.834	698	0.00698	2.641968962724581E-4
3	158.884	896	0.00896	2.9933259094191533E-4
4	155.817	1067	0.01067	3.266496594212215E-4
5	152.756	1137	0.01137	3.371943060017473E-4
6	149.628	1324	0.01324	3.638681079732051E-4
7	146.404	1421	0.01421	3.769615364994153E-4
8	143.161	1585	0.01585	3.9812058474788766E-4
9	139.93	1725	0.01725	4.1533119314590374E-4
10	136.758	1810	0.0181	4.25440947723653E-4
11	133.642	1748	0.01748	4.180908992073375E-4
12	130.596	1834	0.01834	4.2825226210727713E-4
13	127.598	1886	0.01886	4.342810150121693E-4
14	124.787	1792	0.01792	4.233202097703345E-4
15	122.1	1790	0.0179	4.230839160261236E-4
