27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.984 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
100000 simulated events
24566 hits
total efficiency: 0.2457(16)

Strip	CMtheta	hits	Eff	delEff
0	166.251	556	0.00556	2.357965224510319E-4
1	163.241	703	0.00703	2.6514147167125705E-4
2	160.159	848	0.00848	2.9120439557122073E-4
3	156.983	1061	0.01061	3.257299494980466E-4
4	153.786	1187	0.01187	3.445286635390443E-4
5	150.397	1389	0.01389	3.726929030716845E-4
6	146.962	1501	0.01501	3.8742741255621036E-4
7	143.531	1665	0.01665	4.080441152620633E-4
8	140.083	1850	0.0185	4.3011626335213136E-4
9	136.676	1943	0.01943	4.407947368106838E-4
10	133.314	1898	0.01898	4.356604182158393E-4
11	130.032	2008	0.02008	4.481071300481616E-4
12	126.821	2044	0.02044	4.5210618221829256E-4
13	123.738	2012	0.02012	4.485532298401161E-4
14	120.762	1975	0.01975	4.4440972086577944E-4
15	117.93	1926	0.01926	4.388621651498338E-4
