27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.984 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
100000 simulated events
24225 hits
total efficiency: 0.2422(16)

Strip	CMtheta	hits	Eff	delEff
0	166.368	554	0.00554	2.353720459187964E-4
1	163.42	683	0.00683	2.613426869074396E-4
2	160.356	837	0.00837	2.8930952282978865E-4
3	157.212	1045	0.01045	3.2326459750489227E-4
4	153.998	1179	0.01179	3.4336569426778794E-4
5	150.652	1340	0.0134	3.660601043544625E-4
6	147.251	1484	0.01484	3.8522720568516446E-4
7	143.843	1623	0.01623	4.0286474156967373E-4
8	140.414	1815	0.01815	4.260281680828159E-4
9	137.026	1929	0.01929	4.39203825119955E-4
10	133.704	1869	0.01869	4.3231932642434574E-4
11	130.424	1981	0.01981	4.450842616853577E-4
12	127.229	2039	0.02039	4.5155287619502547E-4
13	124.158	1980	0.0198	4.449719092257398E-4
14	121.193	1959	0.01959	4.4260591952661457E-4
15	118.399	1908	0.01908	4.368065933568311E-4
