19F(1H,4He)16O(4He)12C
Ex(residual 16O) = 10.356 MeV
Ex(final 12C) = 0.0 MeV
Theta(projectile 4He) = 15.0 degrees
Target Thickness = 120.0 ug/cm^2
l = 4 decay
1000000 simulated events
272242 hits
total efficiency: 0.2722(5)

Strip	CMtheta	hits	Eff	delEff
0	164.581	26424	0.026424	1.625546062097288E-4
1	161.793	19117	0.019117	1.3826423977297963E-4
2	158.852	10546	0.010546	1.0269371937952194E-4
3	152.822	5218	0.005218	7.22357252334328E-5
4	142.669	6142	0.006142	7.837091297158659E-5
5	139.102	14027	0.014027	1.1843563652887589E-4
6	136.416	25529	0.025529	1.5977797094718658E-4
7	133.211	36068	0.036068	1.899157708037961E-4
8	129.702	39433	0.039433	1.9857744081340156E-4
9	126.162	34993	0.034993	1.870641601162553E-4
10	122.677	24863	0.024863	1.57680055809224E-4
11	119.341	13638	0.013638	1.167818479045438E-4
12	116.373	4896	0.004896	6.99714227381436E-5
13	111.076	1392	0.001392	3.730951621235526E-5
14	104.744	2702	0.002702	5.19807656734681E-5
15	102.554	7254	0.007254	8.517041739947033E-5
