27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 9.026 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
248412 hits
total efficiency: 0.2484(5)

Strip	CMtheta	hits	Eff	delEff
0	166.038	5561	0.005561	7.457211275000863E-5
1	163.082	7147	0.007147	8.453993139339539E-5
2	159.996	8582	0.008582	9.263908462414771E-5
3	156.799	10506	0.010506	1.0249878048055011E-4
4	153.5	12045	0.012045	1.0974971526158963E-4
5	150.113	13853	0.013853	1.1769876804792818E-4
6	146.672	15406	0.015406	1.2412090879461042E-4
7	143.193	16784	0.016784	1.2955307792561317E-4
8	139.736	17955	0.017955	1.3399626860476378E-4
9	136.295	18967	0.018967	1.3772073191789243E-4
10	132.895	20083	0.020083	1.4171450172794595E-4
11	129.59	20276	0.020276	1.4239382009062048E-4
12	126.382	20605	0.020605	1.4354441821262158E-4
13	123.281	20510	0.02051	1.432131278898691E-4
14	120.322	20381	0.020381	1.4276203977248294E-4
15	117.479	19751	0.019751	1.4053825102085195E-4
