27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.909 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
224734 hits
total efficiency: 0.2247(5)

Strip	CMtheta	hits	Eff	delEff
0	167.005	4814	0.004814	6.938299503480663E-5
1	164.224	6089	0.006089	7.803204469959762E-5
2	161.383	7594	0.007594	8.714355971613737E-5
3	158.365	9144	0.009144	9.562426470305536E-5
4	155.287	10582	0.010582	1.0286884854026509E-4
5	152.105	11824	0.011824	1.0873821775254549E-4
6	148.847	13719	0.013719	1.1712813496338103E-4
7	145.583	14782	0.014782	1.2158124855420756E-4
8	142.301	16269	0.016269	1.2754999019992124E-4
9	139.016	17179	0.017179	1.310686842842332E-4
10	135.772	18068	0.018068	1.3441726079637244E-4
11	132.593	18748	0.018748	1.3692333621410195E-4
12	129.518	18881	0.018881	1.3740815114104404E-4
13	126.51	19046	0.019046	1.3800724618656803E-4
14	123.635	19242	0.019242	1.3871553626036272E-4
15	120.881	18753	0.018753	1.3694159338929865E-4
