27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.984 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
247924 hits
total efficiency: 0.2479(5)

Strip	CMtheta	hits	Eff	delEff
0	166.04	5575	0.005575	7.466592261534039E-5
1	163.098	6991	0.006991	8.361220006673668E-5
2	160.007	8755	0.008755	9.356815697661252E-5
3	156.833	10505	0.010505	1.0249390225764652E-4
4	153.529	12033	0.012033	1.0969503179269333E-4
5	150.148	13768	0.013768	1.1733712115098103E-4
6	146.702	15317	0.015317	1.2376186811776882E-4
7	143.243	16729	0.016729	1.2934063553268941E-4
8	139.765	18131	0.018131	1.346514017751022E-4
9	136.334	18956	0.018956	1.3768079023596572E-4
10	132.94	19957	0.019957	1.412692464763651E-4
11	129.642	20115	0.020115	1.4182735984287376E-4
12	126.422	20696	0.020696	1.4386104406683556E-4
13	123.33	20559	0.020559	1.4338409953687333E-4
14	120.363	20231	0.020231	1.4223571984561402E-4
15	117.522	19606	0.019606	1.4002142693173784E-4
