27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.486 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
241986 hits
total efficiency: 0.2420(5)

Strip	CMtheta	hits	Eff	delEff
0	166.284	5403	0.005403	7.350510186374821E-5
1	163.4	6661	0.006661	8.161494961096283E-5
2	160.336	8501	0.008501	9.220086767487603E-5
3	157.196	10041	0.010041	1.0020479030465559E-4
4	153.965	11661	0.011661	1.0798611021793498E-4
5	150.617	13327	0.013327	1.1544262644274861E-4
6	147.231	14876	0.014876	1.219672087079146E-4
7	143.807	16412	0.016412	1.2810932830984635E-4
8	140.385	17683	0.017683	1.3297744169595084E-4
9	136.984	18350	0.01835	1.3546217184144067E-4
10	133.626	19462	0.019462	1.3950627226042562E-4
11	130.354	19909	0.019909	1.4109925584495476E-4
12	127.176	20030	0.02003	1.4152738250953415E-4
13	124.104	20361	0.020361	1.4269197594819408E-4
14	121.163	19992	0.019992	1.4139306913706908E-4
15	118.346	19317	0.019317	1.38985610766007E-4
