27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.156 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
235116 hits
total efficiency: 0.2351(5)

Strip	CMtheta	hits	Eff	delEff
0	166.566	5183	0.005183	7.199305522062529E-5
1	163.738	6637	0.006637	8.146778504415105E-5
2	160.764	8013	0.008013	8.951536181013849E-5
3	157.69	9744	0.009744	9.871170143402454E-5
4	154.498	11108	0.011108	1.0539449701004318E-4
5	151.234	12795	0.012795	1.1311498574459531E-4
6	147.906	14330	0.01433	1.1970797801316336E-4
7	144.532	15952	0.015952	1.2630122723077556E-4
8	141.179	16862	0.016862	1.2985376390386224E-4
9	137.804	18134	0.018134	1.3466254119093402E-4
10	134.504	18769	0.018769	1.37E-4
11	131.277	19310	0.01931	1.3896042602122376E-4
12	128.12	19786	0.019786	1.406627171641441E-4
13	125.07	19781	0.019781	1.4064494303031304E-4
14	122.169	19547	0.019547	1.3981058615140698E-4
15	119.384	19165	0.019165	1.3843771162512042E-4
