27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.2081 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
235741 hits
total efficiency: 0.2357(5)

Strip	CMtheta	hits	Eff	delEff
0	166.508	5193	0.005193	7.206247289678587E-5
1	163.669	6491	0.006491	8.056674251823764E-5
2	160.681	8102	0.008102	9.001111042532472E-5
3	157.59	9736	0.009736	9.867117106835207E-5
4	154.369	11118	0.011118	1.0544192714475585E-4
5	151.119	13107	0.013107	1.144858069806035E-4
6	147.763	14609	0.014609	1.2086769626331098E-4
7	144.363	15832	0.015832	1.2582527568020665E-4
8	141.009	17195	0.017195	1.3112970677920394E-4
9	137.633	17938	0.017938	1.339328189802634E-4
10	134.324	18791	0.018791	1.3708026845611298E-4
11	131.091	19420	0.01942	1.3935566009315876E-4
12	127.936	19586	0.019586	1.3994999106823838E-4
13	124.88	19886	0.019886	1.4101772938180502E-4
14	121.946	19671	0.019671	1.4025334220616633E-4
15	119.164	19066	0.019066	1.3807968713753664E-4
