27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.1673 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
236121 hits
total efficiency: 0.2361(5)

Strip	CMtheta	hits	Eff	delEff
0	166.554	5149	0.005149	7.175653280364095E-5
1	163.714	6671	0.006671	8.167618992093105E-5
2	160.772	8040	0.00804	8.966604708583959E-5
3	157.675	9737	0.009737	9.86762382744701E-5
4	154.479	11406	0.011406	1.067988763985839E-4
5	151.207	12880	0.01288	1.1349008767288886E-4
6	147.866	14539	0.014539	1.2057777573002414E-4
7	144.507	15772	0.015772	1.255866234915168E-4
8	141.131	17115	0.017115	1.3082430966758433E-4
9	137.778	18107	0.018107	1.3456225325105106E-4
10	134.462	19166	0.019166	1.3844132331063583E-4
11	131.222	19317	0.019317	1.38985610766007E-4
12	128.083	19555	0.019555	1.3983919336151793E-4
13	125.038	19787	0.019787	1.4066627172140448E-4
14	122.113	19568	0.019568	1.398856676003657E-4
15	119.32	19312	0.019312	1.3896762212832166E-4
