27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.356 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
240635 hits
total efficiency: 0.2406(5)

Strip	CMtheta	hits	Eff	delEff
0	166.391	5370	0.00537	7.328028384224504E-5
1	163.513	6778	0.006778	8.23286098510111E-5
2	160.484	8378	0.008378	9.153141537199127E-5
3	157.364	9809	0.009809	9.904039579888603E-5
4	154.133	11611	0.011611	1.0775435026020991E-4
5	150.822	13273	0.013273	1.1520850663036997E-4
6	147.437	14948	0.014948	1.222620137246234E-4
7	144.052	16236	0.016236	1.274205634895718E-4
8	140.633	17448	0.017448	1.3209087780766693E-4
9	137.268	18625	0.018625	1.364734406395618E-4
10	133.92	19260	0.01926	1.3878040207464454E-4
11	130.647	19624	0.019624	1.400856880626997E-4
12	127.482	20131	0.020131	1.418837552364611E-4
13	124.424	20048	0.020048	1.4159096016342287E-4
14	121.47	19761	0.019761	1.4057382402140166E-4
15	118.678	19335	0.019335	1.3905035059286975E-4
