27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.586 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
243392 hits
total efficiency: 0.2434(5)

Strip	CMtheta	hits	Eff	delEff
0	166.222	5496	0.005496	7.413501197140254E-5
1	163.316	6835	0.006835	8.267405880927826E-5
2	160.272	8543	0.008543	9.242835062901426E-5
3	157.09	10093	0.010093	1.0046392387319938E-4
4	153.835	11988	0.011988	1.0948972554536796E-4
5	150.51	13498	0.013498	1.1618089343777659E-4
6	147.084	14888	0.014888	1.2201639234135715E-4
7	143.66	16302	0.016302	1.276792857122877E-4
8	140.23	17631	0.017631	1.3278177585798436E-4
9	136.826	18586	0.018586	1.36330480817754E-4
10	133.457	19479	0.019479	1.3956718812099066E-4
11	130.171	20017	0.020017	1.414814475470194E-4
12	126.985	20422	0.020422	1.4290556322271012E-4
13	123.89	20051	0.020051	1.4160155366379283E-4
14	120.952	19913	0.019913	1.4111342955225773E-4
15	118.123	19650	0.01965	1.4017845768876186E-4
