27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.864 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
246998 hits
total efficiency: 0.2470(5)

Strip	CMtheta	hits	Eff	delEff
0	166.099	5593	0.005593	7.478636239315295E-5
1	163.144	6987	0.006987	8.358827668997608E-5
2	160.1	8737	0.008737	9.347192091746055E-5
3	156.911	10240	0.01024	1.0119288512538815E-4
4	153.617	11950	0.01195	1.0931605554537723E-4
5	150.235	13625	0.013625	1.1672617529928752E-4
6	146.803	15272	0.015272	1.2357993364620325E-4
7	143.364	16560	0.01656	1.286856635371633E-4
8	139.896	18203	0.018203	1.3491849391391827E-4
9	136.444	19153	0.019153	1.3839436404709552E-4
10	133.063	19682	0.019682	1.4029255147726127E-4
11	129.78	20288	0.020288	1.4243595051811886E-4
12	126.573	20390	0.02039	1.427935572776307E-4
13	123.473	20419	0.020419	1.4289506639488995E-4
14	120.505	20155	0.020155	1.4196830632222108E-4
15	117.675	19744	0.019744	1.4051334456200237E-4
