27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.8997 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
223819 hits
total efficiency: 0.2238(5)

Strip	CMtheta	hits	Eff	delEff
0	167.017	4778	0.004778	6.912307863514182E-5
1	164.275	6263	0.006263	7.913911801378633E-5
2	161.408	7332	0.007332	8.562709851443058E-5
3	158.399	9278	0.009278	9.632237538599222E-5
4	155.325	10632	0.010632	1.0311159003720194E-4
5	152.147	12048	0.012048	1.0976338187209795E-4
6	148.907	13712	0.013712	1.1709824934643558E-4
7	145.632	14859	0.014859	1.2189749792346026E-4
8	142.349	16160	0.01616	1.2712198865656564E-4
9	139.074	16988	0.016988	1.3033802208104893E-4
10	135.831	18314	0.018314	1.3532922818075923E-4
11	132.675	18603	0.018603	1.3639281506003167E-4
12	129.564	18798	0.018798	1.3710579856446626E-4
13	126.589	18918	0.018918	1.375427206361718E-4
14	123.709	18671	0.018671	1.3664186766873467E-4
15	120.957	18465	0.018465	1.3588598161694236E-4
