27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.327 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
239639 hits
total efficiency: 0.2396(5)

Strip	CMtheta	hits	Eff	delEff
0	166.397	5310	0.00531	7.286974680894671E-5
1	163.534	6725	0.006725	8.200609733428362E-5
2	160.518	8407	0.008407	9.168969407736073E-5
3	157.4	9984	0.009984	9.991996797437438E-5
4	154.163	11592	0.011592	1.0766615066955816E-4
5	150.862	13183	0.013183	1.1481724609134291E-4
6	147.503	14773	0.014773	1.2154423063230933E-4
7	144.101	15941	0.015941	1.2625767303415663E-4
8	140.691	17550	0.01755	1.324764129949177E-4
9	137.316	18030	0.01803	1.3427583550289308E-4
10	133.989	19140	0.01914	1.383473888441701E-4
11	130.734	19768	0.019768	1.405987197665754E-4
12	127.554	19971	0.019971	1.4131878855976653E-4
13	124.504	20042	0.020042	1.4156977078458522E-4
14	121.565	19785	0.019785	1.4065916251705752E-4
15	118.761	19438	0.019438	1.3942022808760573E-4
