27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.07 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
232757 hits
total efficiency: 0.2328(5)

Strip	CMtheta	hits	Eff	delEff
0	166.689	5117	0.005117	7.153320907103217E-5
1	163.872	6539	0.006539	8.086408349817612E-5
2	160.935	7965	0.007965	8.924684868386111E-5
3	157.856	9357	0.009357	9.673158739522474E-5
4	154.723	11199	0.011199	1.0582532778120746E-4
5	151.462	12796	0.012796	1.1311940593903418E-4
6	148.149	14138	0.014138	1.1890332207301863E-4
7	144.824	15677	0.015677	1.252078272313676E-4
8	141.467	16993	0.016993	1.303572015655445E-4
9	138.143	17730	0.01773	1.3315404612703288E-4
10	134.85	18763	0.018763	1.369781004394498E-4
11	131.629	19270	0.01927	1.3881642554107205E-4
12	128.521	19563	0.019563	1.3986779472058606E-4
13	125.479	19495	0.019495	1.3962449641807129E-4
14	122.57	19314	0.019314	1.3897481786280563E-4
15	119.788	18841	0.018841	1.3726252219743016E-4
