27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.931 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
248085 hits
total efficiency: 0.2481(5)

Strip	CMtheta	hits	Eff	delEff
0	166.092	5530	0.00553	7.436396977031282E-5
1	163.13	6919	0.006919	8.318052656722004E-5
2	160.041	8779	0.008779	9.369631796394136E-5
3	156.861	10408	0.010408	1.020196059588548E-4
4	153.564	11862	0.011862	1.0891280916402809E-4
5	150.173	13817	0.013817	1.175457357797381E-4
6	146.735	15261	0.015261	1.235354200219516E-4
7	143.3	16720	0.01672	1.293058390019569E-4
8	139.822	18159	0.018159	1.3475533384619696E-4
9	136.372	19173	0.019173	1.3846660247149854E-4
10	133.004	19842	0.019842	1.4086163423728977E-4
11	129.679	20327	0.020327	1.4257278842752568E-4
12	126.468	20699	0.020699	1.4387147041717478E-4
13	123.391	20587	0.020587	1.4348170615099336E-4
14	120.411	20518	0.020518	1.4324105556718018E-4
15	117.592	19484	0.019484	1.395850994913139E-4
