27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.3758 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
240384 hits
total efficiency: 0.2404(5)

Strip	CMtheta	hits	Eff	delEff
0	166.346	5497	0.005497	7.414175611623991E-5
1	163.476	6816	0.006816	8.255906976220118E-5
2	160.487	8180	0.00818	9.04433524367601E-5
3	157.329	9989	0.009989	9.994498486667552E-5
4	154.101	11555	0.011555	1.0749418588928427E-4
5	150.788	13194	0.013194	1.1486513831445988E-4
6	147.414	14694	0.014694	1.2121881042148534E-4
7	143.996	16225	0.016225	1.2737739202856998E-4
8	140.593	17516	0.017516	1.3234802605252563E-4
9	137.213	18409	0.018409	1.3567977004697493E-4
10	133.863	19211	0.019211	1.3860375175297384E-4
11	130.612	19923	0.019923	1.411488575936766E-4
12	127.428	20025	0.020025	1.4150971698084904E-4
13	124.377	19972	0.019972	1.413223266154361E-4
14	121.409	19854	0.019854	1.4090422278980854E-4
15	118.62	19324	0.019324	1.3901079094804115E-4
