27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.45 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
241816 hits
total efficiency: 0.2418(5)

Strip	CMtheta	hits	Eff	delEff
0	166.311	5375	0.005375	7.33143914930759E-5
1	163.41	6841	0.006841	8.271033792700887E-5
2	160.386	8436	0.008436	9.184770002564028E-5
3	157.223	9976	0.009976	9.987992791347018E-5
4	153.996	11675	0.011675	1.0805091392487156E-4
5	150.659	13344	0.013344	1.155162326255492E-4
6	147.282	14833	0.014833	1.2179080425056729E-4
7	143.872	16241	0.016241	1.274401820463232E-4
8	140.439	17582	0.017582	1.3259713420734248E-4
9	137.047	18654	0.018654	1.3657964709282275E-4
10	133.715	19237	0.019237	1.3869751259485514E-4
11	130.431	19911	0.019911	1.4110634287656953E-4
12	127.254	19969	0.019969	1.4131171218267793E-4
13	124.177	20092	0.020092	1.4174625215503938E-4
14	121.244	20002	0.020002	1.4142842712835352E-4
15	118.432	19648	0.019648	1.4017132374348186E-4
