27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.523 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
242787 hits
total efficiency: 0.2428(5)

Strip	CMtheta	hits	Eff	delEff
0	166.28	5367	0.005367	7.325981162956946E-5
1	163.363	6821	0.006821	8.258934555982388E-5
2	160.34	8398	0.008398	9.164060235506966E-5
3	157.148	10162	0.010162	1.0080674580602232E-4
4	153.922	11751	0.011751	1.0840202950129669E-4
5	150.58	13385	0.013385	1.1569356075426151E-4
6	147.168	14872	0.014872	1.2195080975540917E-4
7	143.747	16408	0.016408	1.2809371569284732E-4
8	140.317	17569	0.017569	1.325481044753187E-4
9	136.921	18689	0.018689	1.3670771741200276E-4
10	133.569	19629	0.019629	1.4010353314602742E-4
11	130.301	20006	0.020006	1.4144256784999346E-4
12	127.091	20196	0.020196	1.4211263138792413E-4
13	124.024	19937	0.019937	1.4119844191774923E-4
14	121.071	20078	0.020078	1.4169685952765502E-4
15	118.272	19519	0.019519	1.3971041478715894E-4
