27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.9666 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
227516 hits
total efficiency: 0.2275(5)

Strip	CMtheta	hits	Eff	delEff
0	166.873	4891	0.004891	6.993568473962346E-5
1	164.052	6337	0.006337	7.960527620704548E-5
2	161.181	7731	0.007731	8.792610533851708E-5
3	158.176	9288	0.009288	9.637427042525407E-5
4	155.038	10781	0.010781	1.0383159442096612E-4
5	151.829	12347	0.012347	1.1111705539655017E-4
6	148.574	13835	0.013835	1.1762227680163312E-4
7	145.268	15033	0.015033	1.2260913505934213E-4
8	141.941	16442	0.016442	1.2822636234409833E-4
9	138.649	17562	0.017562	1.3252169633686404E-4
10	135.394	18365	0.018365	1.3551752654177243E-4
11	132.194	18684	0.018684	1.366894289987342E-4
12	129.096	19089	0.019089	1.3816294727603346E-4
13	126.08	19227	0.019227	1.386614582355169E-4
14	123.186	19017	0.019017	1.3790213921473444E-4
15	120.418	18887	0.018887	1.3742998217274133E-4
