27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.776 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
245982 hits
total efficiency: 0.2460(5)

Strip	CMtheta	hits	Eff	delEff
0	166.119	5465	0.005465	7.392563831310488E-5
1	163.211	7085	0.007085	8.417244204607586E-5
2	160.13	8448	0.008448	9.191300234460846E-5
3	156.946	10429	0.010429	1.0212247548899312E-4
4	153.658	11989	0.011989	1.0949429208867465E-4
5	150.319	13357	0.013357	1.1557248807566617E-4
6	146.881	15018	0.015018	1.2254794979925206E-4
7	143.427	16944	0.016944	1.3016912076218383E-4
8	139.988	17960	0.01796	1.3401492454200763E-4
9	136.552	19067	0.019067	1.3808330818748513E-4
10	133.174	19642	0.019642	1.4014991972883894E-4
11	129.879	20117	0.020117	1.418344104933637E-4
12	126.678	20254	0.020254	1.4231654858097142E-4
13	123.573	20548	0.020548	1.4334573589751457E-4
14	120.629	20002	0.020002	1.4142842712835352E-4
15	117.792	19657	0.019657	1.4020342363865442E-4
