27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.8315 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
220592 hits
total efficiency: 0.2206(5)

Strip	CMtheta	hits	Eff	delEff
0	167.243	4762	0.004762	6.900724599634447E-5
1	164.536	6005	0.006005	7.74919350642375E-5
2	161.686	7333	0.007333	8.563293758829018E-5
3	158.742	8866	0.008866	9.415943925066674E-5
4	155.676	10232	0.010232	1.0115334893121434E-4
5	152.564	11943	0.011943	1.0928403360052191E-4
6	149.346	13245	0.013245	1.1508692367076287E-4
7	146.129	14844	0.014844	1.2183595528414426E-4
8	142.87	15852	0.015852	1.2590472588429715E-4
9	139.617	16951	0.016951	1.3019600608313604E-4
10	136.431	17835	0.017835	1.3354774427147767E-4
11	133.281	18228	0.018228	1.3501111065390136E-4
12	130.21	18603	0.018603	1.3639281506003167E-4
13	127.248	18836	0.018836	1.372443077143821E-4
14	124.395	18712	0.018712	1.3679181262049275E-4
15	121.635	18345	0.018345	1.354437152473307E-4
