27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.299 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
238604 hits
total efficiency: 0.2386(5)

Strip	CMtheta	hits	Eff	delEff
0	166.437	5170	0.00517	7.19027120489902E-5
1	163.569	6796	0.006796	8.24378553820998E-5
2	160.549	8089	0.008089	8.993886812718959E-5
3	157.448	9821	0.009821	9.910095862301232E-5
4	154.226	11609	0.011609	1.0774506949276147E-4
5	150.927	13045	0.013045	1.1421471008587292E-4
6	147.556	14673	0.014673	1.211321592311472E-4
7	144.171	16116	0.016116	1.269488085804668E-4
8	140.781	17299	0.017299	1.3152566289511717E-4
9	137.396	18416	0.018416	1.35705563629499E-4
10	134.07	18929	0.018929	1.3758270240113763E-4
11	130.813	19715	0.019715	1.404101135958518E-4
12	127.645	19955	0.019955	1.412621676175189E-4
13	124.578	19967	0.019967	1.4130463545121227E-4
14	121.65	19551	0.019551	1.3982489048806724E-4
15	118.843	19453	0.019453	1.3947401191619893E-4
