27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.1393 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
234976 hits
total efficiency: 0.2350(5)

Strip	CMtheta	hits	Eff	delEff
0	166.562	5207	0.005207	7.215954545311383E-5
1	163.763	6601	0.006601	8.124653838779841E-5
2	160.794	7901	0.007901	8.888756943465155E-5
3	157.706	9714	0.009714	9.855962662266938E-5
4	154.536	11160	0.01116	1.0564090116995405E-4
5	151.263	12827	0.012827	1.1325634640054394E-4
6	147.95	14332	0.014332	1.1971633138381747E-4
7	144.592	15789	0.015789	1.256542876307848E-4
8	141.222	16911	0.016911	1.3004230081015947E-4
9	137.866	18057	0.018057	1.343763372026489E-4
10	134.553	18814	0.018814	1.3716413525408162E-4
11	131.329	19443	0.019443	1.3943815833551446E-4
12	128.193	19704	0.019704	1.403709371629327E-4
13	125.164	19608	0.019608	1.4002856851371437E-4
14	122.245	19449	0.019449	1.394596715900335E-4
15	119.462	19459	0.019459	1.3949551964131322E-4
