27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.224 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
236648 hits
total efficiency: 0.2366(5)

Strip	CMtheta	hits	Eff	delEff
0	166.506	5114	0.005114	7.15122367151245E-5
1	163.666	6655	0.006655	8.157818335805229E-5
2	160.668	8071	0.008071	8.983874442577657E-5
3	157.552	9737	0.009737	9.86762382744701E-5
4	154.347	11571	0.011571	1.0756858277396797E-4
5	151.078	13213	0.013213	1.1494781424629178E-4
6	147.708	14207	0.014207	1.191931206068538E-4
7	144.344	15794	0.015794	1.2567418191498204E-4
8	140.955	17267	0.017267	1.31403957322449E-4
9	137.599	18184	0.018184	1.3484806264830058E-4
10	134.279	19163	0.019163	1.3843048797140028E-4
11	131.036	19614	0.019614	1.4004999107461593E-4
12	127.871	19500	0.0195	1.3964240043768943E-4
13	124.831	19780	0.01978	1.406413879339933E-4
14	121.898	19521	0.019521	1.3971757226634022E-4
15	119.103	19257	0.019257	1.3876959321119307E-4
